order_id,supplier_id,supplier_rating,supplier_lead_time,order_date,promised_delivery_date,actual_delivery_date,shipment_mode,shipping_distance_km,order_quantity,unit_price,total_order_value,weather_condition,region,holiday_period,previous_on_time_rate,carrier_name,delayed_reason_code,on_time_delivery
1322,8781,4.5,4,2024-02-27,2024-03-02,2024-03-03,Road,287,35,1741.0,60935.0,Cloudy,South,Yes,98.1,Delhivery,,0
1323,1126,3.7,2,2024-01-17,2024-01-19,2024-01-24,Air,1076,83,2916.68,242084.44,Cloudy,West,Yes,81.3,DHL,,0
1324,4643,3.1,9,2024-03-03,2024-03-12,2024-03-14,Road,1325,23,730.26,16795.98,Cloudy,East,Yes,76.1,FedEx,Customs,0
1325,9260,3.3,10,2024-03-20,2024-03-30,2024-04-03,Air,746,20,151.05,3021.0,Storm,Central,Yes,85.6,DHL,Weather,0
1326,7825,3.2,2,2024-01-07,2024-01-09,2024-01-13,Air,723,51,295.63,15077.13,Rainy,Central,Yes,95.8,BlueDart,,0
1327,1366,3.2,7,2024-11-16,2024-11-23,2024-11-27,Air,768,85,3876.54,329505.9,Storm,North,No,79.7,EcomExpress,Weather,0
1328,7487,2.6,5,2024-06-23,2024-06-28,2024-07-03,Road,836,76,1200.34,91225.84,Clear,East,No,72.5,FedEx,,0
1329,1872,4.8,8,2024-05-03,2024-05-11,2024-05-12,Sea,601,53,3592.17,190385.01,Storm,West,Yes,83.1,FedEx,,0
1330,9087,4.1,2,2024-11-03,2024-11-05,2024-11-09,Air,152,40,429.15,17166.0,Storm,East,No,77.6,FedEx,,0
1331,9544,3.3,10,2024-07-19,2024-07-29,2024-08-02,Sea,484,95,200.59,19056.05,Storm,North,No,90.9,FedEx,Traffic,0
1332,1323,3.6,6,2024-05-20,2024-05-26,2024-05-29,Sea,1129,81,623.94,50539.14,Cloudy,Central,No,77.1,Delhivery,Customs,0
1333,8264,3.6,9,2024-09-04,2024-09-13,2024-09-17,Road,1488,5,4316.59,21582.95,Clear,Central,No,77.2,FedEx,Customs,0
1334,7458,3.4,5,2024-08-03,2024-08-08,2024-08-11,Sea,1201,88,2964.67,260890.96,Storm,West,Yes,73.6,Delhivery,,0
1335,6690,3.6,7,2024-11-13,2024-11-20,2024-11-24,Air,981,54,2816.06,152067.24,Storm,West,Yes,87.1,FedEx,Customs,0
1336,6800,4.7,6,2024-03-03,2024-03-09,2024-03-08,Road,265,58,470.81,27306.98,Storm,South,Yes,78.9,DHL,,1
1337,1195,4.4,6,2024-03-24,2024-03-30,2024-03-30,Sea,639,52,4389.04,228230.08,Rainy,East,No,94.7,BlueDart,,1
1338,2014,4.8,3,2024-06-22,2024-06-25,2024-06-26,Sea,438,35,1398.62,48951.7,Storm,West,No,96.1,EcomExpress,Weather,0
1339,7122,3.1,9,2024-08-02,2024-08-11,2024-08-16,Air,926,100,4912.87,426598.67499999993,Cloudy,North,No,81.6,EcomExpress,,0
1340,6113,3.7,3,2024-02-14,2024-02-17,2024-02-17,Air,591,82,343.93,28202.26,Rainy,West,Yes,82.1,DHL,Operational,1
1341,6424,2.6,7,2024-08-22,2024-08-29,2024-08-29,Air,1202,19,4446.91,84491.29,Storm,West,Yes,76.5,Delhivery,Customs,1
1342,1299,4.8,9,2024-07-22,2024-07-31,2024-08-02,Air,1241,96,3508.33,336799.68,Storm,West,Yes,97.0,EcomExpress,Weather,0
1343,7952,2.8,4,2024-09-29,2024-10-03,2024-10-04,Sea,1107,100,4425.96,426598.67499999993,Storm,West,No,84.5,EcomExpress,Operational,0
1344,8934,3.5,8,2024-08-09,2024-08-17,2024-08-18,Sea,270,78,2190.67,170872.26,Rainy,South,No,87.1,Delhivery,Operational,0
1345,4700,3.9,9,2024-06-24,2024-07-03,2024-07-03,Air,1386,59,109.02,6432.18,Rainy,South,No,86.7,Delhivery,Weather,1
1346,1346,4.3,7,2024-02-15,2024-02-22,2024-02-22,Air,1028,13,4977.1,64702.3,Rainy,South,No,73.4,BlueDart,Traffic,1
1347,4596,3.1,7,2024-06-05,2024-06-12,2024-06-14,Air,1043,40,4141.18,165647.2,Cloudy,North,No,94.5,Delhivery,Operational,0
1348,9039,3.3,3,2024-06-30,2024-07-03,2024-07-04,Air,205,66,4632.31,305732.46,Cloudy,West,Yes,84.8,BlueDart,Traffic,0
1349,9979,4.9,5,2024-02-19,2024-02-24,2024-02-23,Sea,879,42,3363.99,141287.58,Rainy,West,No,85.8,DHL,Traffic,1
1350,7050,4.0,9,2024-01-08,2024-01-17,2024-01-17,Road,1408,19,1423.51,27046.69,Cloudy,East,No,74.8,EcomExpress,Operational,1
1351,8629,3.7,7,2024-04-12,2024-04-19,2024-04-22,Air,753,31,1817.06,56328.86,Rainy,South,No,93.1,FedEx,Traffic,0
1352,7059,4.1,7,2024-08-19,2024-08-26,2024-08-28,Road,782,78,3515.93,274242.54,Rainy,East,No,91.4,Delhivery,,0
1353,8039,3.9,8,2024-05-07,2024-05-15,2024-05-15,Road,364,43,3108.53,133666.79,Clear,Central,No,73.9,DHL,Operational,1
1354,7264,3.4,10,2024-10-09,2024-10-19,2024-10-22,Air,1322,61,1988.73,121312.53,Storm,South,Yes,91.9,FedEx,Operational,0
1355,7048,4.6,10,2024-05-07,2024-05-17,2024-05-19,Road,1121,6,2772.63,16635.78,Storm,West,No,73.1,BlueDart,Operational,0
1356,5857,2.9,9,2024-08-28,2024-09-06,2024-09-10,Air,62,88,2426.68,213547.84,Rainy,East,Yes,78.0,FedEx,Weather,0
1357,2524,4.6,6,2024-10-15,2024-10-21,2024-10-21,Air,785,64,1636.47,104734.08,Rainy,North,Yes,73.4,Delhivery,Weather,1
1358,2120,2.5,6,2024-04-25,2024-05-01,2024-05-06,Air,1421,45,2127.92,95756.4,Rainy,North,Yes,82.9,EcomExpress,,0
1359,5493,4.1,6,2024-07-19,2024-07-25,2024-07-25,Sea,516,54,3337.97,180250.38,Cloudy,East,No,74.9,FedEx,,1
1360,3763,4.6,5,2024-08-06,2024-08-11,2024-08-10,Road,619,49,4931.65,241650.85,Rainy,South,Yes,85.2,DHL,Customs,1
1361,2384,3.1,4,2024-10-30,2024-11-03,2024-11-08,Sea,814,66,2836.49,187208.34,Rainy,North,Yes,81.8,BlueDart,Traffic,0
1362,4589,2.7,3,2024-06-02,2024-06-05,2024-06-10,Air,1149,74,4431.45,327927.3,Storm,North,No,93.6,FedEx,Weather,0
1363,9153,4.8,6,2024-01-06,2024-01-12,2024-01-13,Road,802,90,1194.65,107518.5,Rainy,East,No,96.2,EcomExpress,Weather,0
1364,1588,2.7,4,2024-03-10,2024-03-14,2024-03-15,Sea,73,46,2636.31,121270.26,Storm,Central,Yes,96.5,FedEx,Traffic,0
1365,8636,2.7,5,2024-08-08,2024-08-13,2024-08-15,Road,708,14,1817.71,25447.94,Cloudy,North,Yes,85.1,BlueDart,Operational,0
1366,4853,4.7,9,2024-03-23,2024-04-01,2024-04-06,Sea,624,89,2746.49,244437.61,Clear,East,No,85.8,EcomExpress,Weather,0
1367,4761,2.8,7,2024-01-24,2024-01-31,2024-02-02,Air,1164,90,1466.36,131972.4,Clear,South,Yes,90.4,BlueDart,Traffic,0
1368,9804,4.2,8,2024-11-26,2024-12-04,2024-12-03,Air,819,27,830.92,22434.84,Storm,Central,No,76.3,FedEx,,1
1369,9357,3.0,6,2024-09-05,2024-09-11,2024-09-13,Road,1210,81,4622.7,374438.7,Storm,West,No,89.2,EcomExpress,Weather,0
1370,7358,4.3,10,2024-02-03,2024-02-13,2024-02-13,Air,469,18,2246.22,40431.96,Storm,Central,Yes,88.3,Delhivery,Operational,1
1371,3038,4.4,6,2024-10-24,2024-10-30,2024-11-03,Air,963,80,1431.07,114485.6,Rainy,East,Yes,70.6,DHL,Customs,0
1372,7691,4.9,7,2024-10-02,2024-10-09,2024-10-10,Road,586,41,2974.44,121952.04,Cloudy,West,No,89.8,DHL,Customs,0
1373,4312,2.9,4,2024-03-10,2024-03-14,2024-03-19,Sea,683,32,2597.35,83115.2,Cloudy,South,Yes,94.0,Delhivery,Operational,0
1374,2311,3.6,8,2024-08-22,2024-08-30,2024-08-30,Road,1252,68,2213.05,150487.4,Clear,West,No,82.6,BlueDart,Customs,1
1375,6736,3.5,9,2024-11-10,2024-11-19,2024-11-24,Sea,1067,5,1069.37,5346.85,Rainy,West,Yes,87.5,EcomExpress,,0
1376,5835,2.8,2,2024-09-11,2024-09-13,2024-09-17,Sea,321,78,4001.44,312112.32,Clear,West,No,89.5,DHL,Operational,0
1377,9033,4.9,5,2024-10-16,2024-10-21,2024-10-21,Air,1373,44,1855.42,81638.48,Cloudy,South,Yes,83.7,BlueDart,,1
1378,2443,4.5,10,2024-05-09,2024-05-19,2024-05-23,Sea,108,14,3998.26,55975.64,Cloudy,South,No,74.6,EcomExpress,Traffic,0
1379,1469,4.9,4,2024-03-19,2024-03-23,2024-03-25,Sea,948,15,4381.46,65721.9,Rainy,East,Yes,75.0,EcomExpress,Weather,0
1380,3779,4.4,2,2024-04-04,2024-04-06,2024-04-07,Sea,108,42,686.84,28847.28,Rainy,Central,Yes,99.3,BlueDart,Weather,0
1381,1876,4.0,9,2024-09-24,2024-10-03,2024-10-06,Sea,215,62,598.98,37136.76,Rainy,West,No,86.5,Delhivery,,0
1382,9074,4.1,7,2024-08-26,2024-09-02,2024-09-04,Sea,207,98,2139.46,209667.08,Rainy,West,Yes,97.8,EcomExpress,Customs,0
1383,7566,4.2,7,2024-08-18,2024-08-25,2024-08-26,Road,466,5,4032.26,20161.3,Cloudy,South,No,71.3,EcomExpress,Operational,0
1384,7016,4.2,5,2024-07-09,2024-07-14,2024-07-18,Road,1492,65,310.73,20197.45,Cloudy,East,No,96.2,FedEx,Operational,0
1385,9880,2.6,5,2024-06-07,2024-06-12,2024-06-17,Air,1339,8,1429.38,11435.04,Rainy,Central,No,72.1,DHL,,0
1386,9804,2.5,10,2024-06-11,2024-06-21,2024-06-26,Road,1083,19,219.61,4172.59,Rainy,North,Yes,89.7,FedEx,Customs,0
1387,5008,2.9,10,2024-11-18,2024-11-28,2024-12-03,Air,576,10,1619.9,16199.0,Rainy,East,Yes,82.2,BlueDart,Traffic,0
1388,7459,4.0,10,2024-09-20,2024-09-30,2024-09-30,Road,948,97,1632.35,158337.95,Storm,South,Yes,80.7,EcomExpress,Operational,1
1389,8178,4.4,10,2024-06-05,2024-06-15,2024-06-16,Air,1166,19,1293.04,24567.76,Clear,West,No,78.1,Delhivery,Weather,0
1390,8128,3.0,4,2024-02-03,2024-02-07,2024-02-07,Air,505,98,3900.34,382233.32,Clear,East,No,92.2,BlueDart,,1
1391,5465,4.7,4,2024-10-03,2024-10-07,2024-10-07,Road,473,14,4944.47,69222.58,Cloudy,West,Yes,94.5,FedEx,Traffic,1
1392,1324,3.1,9,2024-02-05,2024-02-14,2024-02-14,Road,99,40,405.55,16222.0,Clear,West,No,73.7,BlueDart,Customs,1
1393,2580,4.4,4,2024-08-23,2024-08-27,2024-08-29,Sea,49,38,750.93,28535.34,Clear,South,Yes,80.9,BlueDart,Traffic,0
1394,9057,2.7,3,2024-05-21,2024-05-24,2024-05-23,Air,753,36,1991.72,71701.92,Storm,East,Yes,70.3,Delhivery,Operational,1
1395,8903,4.9,9,2024-01-25,2024-02-03,2024-02-07,Road,1047,26,3304.89,85927.14,Rainy,West,Yes,77.3,Delhivery,,0
1396,8993,3.5,2,2024-02-25,2024-02-27,2024-03-03,Sea,563,90,2365.26,212873.4,Rainy,East,No,95.3,Delhivery,,0
1397,1054,4.0,10,2024-11-08,2024-11-18,2024-11-21,Sea,909,88,1712.91,150736.08,Storm,Central,Yes,77.9,BlueDart,Traffic,0
1398,9939,3.4,3,2024-02-12,2024-02-15,2024-02-19,Road,128,89,1967.37,175095.93,Cloudy,Central,No,97.2,DHL,,0
1399,1582,2.9,8,2024-01-18,2024-01-26,2024-01-25,Road,276,41,3571.52,146432.32,Rainy,Central,No,95.1,BlueDart,,1
1400,7196,4.9,6,2024-02-05,2024-02-11,2024-02-16,Road,602,99,3003.94,297390.06,Clear,Central,Yes,84.0,FedEx,Customs,0
1401,9150,3.1,6,2024-03-06,2024-03-12,2024-03-15,Air,318,66,2724.84,179839.44,Cloudy,West,No,87.3,EcomExpress,Weather,0
1402,1187,3.6,5,2024-01-15,2024-01-20,2024-01-23,Air,231,80,3165.53,253242.4,Cloudy,South,Yes,92.3,DHL,Traffic,0
1403,4867,2.7,2,2024-05-25,2024-05-27,2024-05-31,Sea,1308,40,546.69,21867.6,Clear,South,Yes,91.1,BlueDart,Weather,0
1404,2236,4.4,9,2024-08-25,2024-09-03,2024-09-05,Air,448,67,4375.2,293138.4,Cloudy,Central,No,82.1,BlueDart,Traffic,0
1405,9892,2.9,4,2024-07-29,2024-08-02,2024-08-04,Sea,1273,85,592.95,50400.75,Clear,North,Yes,75.2,Delhivery,Customs,0
1406,8428,4.7,7,2024-01-06,2024-01-13,2024-01-15,Air,617,49,2072.49,101552.01,Storm,West,Yes,77.7,DHL,,0
1407,8713,4.9,3,2024-04-06,2024-04-09,2024-04-08,Sea,358,34,499.87,16995.58,Cloudy,Central,No,99.5,DHL,Weather,1
1408,5676,4.7,3,2024-11-04,2024-11-07,2024-11-11,Road,1088,11,1535.42,16889.62,Storm,Central,Yes,88.5,FedEx,Traffic,0
1409,2260,3.4,2,2024-07-16,2024-07-18,2024-07-21,Air,903,86,2152.04,185075.44,Clear,North,Yes,72.5,FedEx,Customs,0
1410,8377,4.7,7,2024-05-11,2024-05-18,2024-05-17,Sea,730,86,3564.85,306577.1,Cloudy,East,No,90.0,DHL,Weather,1
1411,5567,4.5,6,2024-04-27,2024-05-03,2024-05-05,Sea,521,69,1436.67,99130.23,Rainy,South,No,80.1,DHL,Customs,0
1412,7882,3.7,8,2024-08-22,2024-08-30,2024-09-01,Road,161,98,2243.49,219862.02,Cloudy,Central,No,93.9,FedEx,Traffic,0
1413,2092,3.9,8,2024-03-07,2024-03-15,2024-03-15,Sea,287,35,4935.41,172739.35,Storm,South,Yes,74.8,DHL,Operational,1
1414,2009,4.6,6,2024-04-02,2024-04-08,2024-04-10,Road,761,6,4849.75,29098.5,Rainy,Central,No,97.8,BlueDart,Customs,0
1415,5352,3.4,7,2024-10-30,2024-11-06,2024-11-11,Air,1164,40,2767.47,110698.8,Rainy,Central,No,76.2,Delhivery,,0
1416,7335,2.6,6,2024-05-10,2024-05-16,2024-05-17,Road,588,96,3172.23,304534.08,Cloudy,East,No,78.3,EcomExpress,Operational,0
1417,6417,4.9,2,2024-06-12,2024-06-14,2024-06-17,Air,919,76,3337.02,253613.52,Storm,South,Yes,76.7,EcomExpress,,0
1418,8074,3.6,7,2024-08-09,2024-08-16,2024-08-18,Sea,583,7,919.38,6435.66,Storm,West,Yes,86.4,BlueDart,Weather,0
1419,5915,3.9,4,2024-09-27,2024-10-01,2024-10-04,Air,648,88,4207.39,370250.32,Storm,West,No,76.0,EcomExpress,Operational,0
1420,4925,3.4,8,2024-04-23,2024-05-01,2024-05-05,Sea,684,80,2959.37,236749.6,Cloudy,Central,Yes,96.7,Delhivery,Customs,0
1421,4560,3.3,9,2024-04-01,2024-04-10,2024-04-13,Road,1407,20,1433.63,28672.6,Storm,Central,Yes,86.0,DHL,Weather,0
1422,1995,4.6,8,2024-01-22,2024-01-30,2024-02-03,Road,730,78,3214.46,250727.88,Clear,West,Yes,86.2,FedEx,Operational,0
1423,5726,4.8,4,2024-08-07,2024-08-11,2024-08-16,Air,503,100,3437.55,343755.0,Cloudy,North,Yes,91.0,DHL,Traffic,0
1424,9625,3.3,3,2024-02-15,2024-02-18,2024-02-23,Air,1025,5,2506.23,12531.15,Clear,North,No,77.7,FedEx,Customs,0
1425,8765,4.9,8,2024-02-21,2024-02-29,2024-03-04,Road,579,63,4667.69,294064.47,Storm,East,Yes,82.0,EcomExpress,Weather,0
1426,2866,4.9,4,2024-03-12,2024-03-16,2024-03-15,Road,231,6,2739.4,16436.4,Cloudy,Central,No,86.0,Delhivery,Operational,1
1427,5850,2.6,6,2024-10-03,2024-10-09,2024-10-11,Air,229,79,2056.26,162444.54,Rainy,North,Yes,87.2,DHL,Operational,0
1428,2644,4.9,10,2024-02-19,2024-02-29,2024-03-05,Sea,296,3,2362.87,7088.61,Storm,East,Yes,80.7,BlueDart,Weather,0
1429,6634,4.6,3,2024-02-11,2024-02-14,2024-02-14,Road,1265,2,545.19,1090.38,Clear,Central,Yes,83.1,DHL,,1
1430,1738,3.0,5,2024-03-24,2024-03-29,2024-04-01,Air,292,74,3508.92,259660.08,Cloudy,East,No,94.5,DHL,Traffic,0
1431,8382,3.6,6,2024-01-06,2024-01-12,2024-01-14,Air,913,91,1576.38,143450.58,Cloudy,South,Yes,86.2,BlueDart,Customs,0
1432,5637,3.7,7,2024-04-30,2024-05-07,2024-05-09,Sea,416,19,2396.68,45536.92,Storm,West,No,90.3,Delhivery,Customs,0
1433,2456,4.9,2,2024-10-03,2024-10-05,2024-10-09,Sea,1207,72,2274.54,163766.88,Rainy,East,Yes,92.0,EcomExpress,Operational,0
1434,8332,3.2,9,2024-06-02,2024-06-11,2024-06-14,Road,331,20,1785.86,35717.2,Storm,Central,Yes,97.5,FedEx,Traffic,0
1435,9916,3.0,4,2024-10-26,2024-10-30,2024-11-03,Air,30,84,4560.74,383102.16,Storm,South,Yes,79.5,BlueDart,Weather,0
1436,9114,2.6,8,2024-06-24,2024-07-02,2024-07-04,Sea,589,23,1261.55,29015.65,Storm,West,Yes,94.3,DHL,Traffic,0
1437,6228,2.8,10,2024-07-08,2024-07-18,2024-07-17,Sea,949,70,2004.12,140288.4,Storm,East,No,70.4,FedEx,Traffic,1
1438,7630,4.1,6,2024-05-05,2024-05-11,2024-05-14,Sea,130,91,2498.6,227372.6,Rainy,West,Yes,78.1,EcomExpress,,0
1439,9073,3.7,9,2024-02-15,2024-02-24,2024-02-27,Sea,1139,13,3959.28,51470.64,Clear,North,Yes,91.7,FedEx,Operational,0
1440,2693,2.5,5,2024-09-17,2024-09-22,2024-09-21,Sea,585,37,3242.17,119960.29,Rainy,North,Yes,85.2,EcomExpress,Weather,1
1441,2147,4.2,4,2024-09-21,2024-09-25,2024-09-29,Air,847,26,4892.49,127204.74,Cloudy,West,No,93.1,BlueDart,Weather,0
1442,9995,4.2,4,2024-09-20,2024-09-24,2024-09-26,Air,1197,83,262.6,21795.8,Cloudy,Central,No,95.4,Delhivery,Traffic,0
1443,2317,2.6,4,2024-08-27,2024-08-31,2024-09-04,Sea,1472,79,331.79,26211.41,Cloudy,South,Yes,83.9,Delhivery,Operational,0
1444,5837,4.6,2,2024-05-23,2024-05-25,2024-05-28,Air,1116,53,4759.51,252254.03,Cloudy,North,Yes,74.3,FedEx,Traffic,0
1445,1666,4.6,4,2024-09-11,2024-09-15,2024-09-19,Sea,438,21,4151.93,87190.53,Storm,South,Yes,97.7,Delhivery,Operational,0
1446,4978,2.6,4,2024-05-24,2024-05-28,2024-05-28,Air,885,95,4223.26,401209.7,Storm,Central,No,83.5,FedEx,Customs,1
1447,9232,4.9,4,2024-05-11,2024-05-15,2024-05-15,Road,1476,7,2929.66,20507.62,Clear,South,No,90.0,EcomExpress,Operational,1
1448,7674,3.4,8,2024-06-06,2024-06-14,2024-06-13,Sea,1340,32,1204.58,38546.56,Rainy,North,No,93.9,EcomExpress,Operational,1
1449,3803,4.3,4,2024-02-06,2024-02-10,2024-02-14,Sea,607,1,1060.03,1060.03,Clear,North,No,77.8,BlueDart,,0
1450,8772,4.6,8,2024-05-03,2024-05-11,2024-05-10,Sea,677,62,3953.28,245103.36,Clear,West,Yes,72.1,Delhivery,Operational,1
1451,2578,4.3,5,2024-06-27,2024-07-02,2024-07-06,Sea,1120,77,2014.83,155141.91,Cloudy,East,No,92.5,Delhivery,,0
1452,6610,4.1,5,2024-07-09,2024-07-14,2024-07-18,Air,101,35,4624.38,161853.3,Clear,South,No,80.3,DHL,Operational,0
1453,6271,3.4,8,2024-04-17,2024-04-25,2024-04-26,Air,758,20,2610.21,52204.2,Clear,East,Yes,75.2,BlueDart,Weather,0
1454,4622,2.9,3,2024-11-06,2024-11-09,2024-11-11,Road,1348,26,3772.1,98074.6,Rainy,East,Yes,90.9,BlueDart,Operational,0
1455,6290,2.9,9,2024-02-02,2024-02-11,2024-02-10,Air,671,12,2752.97,33035.64,Cloudy,East,Yes,82.7,FedEx,Operational,1
1456,2717,2.8,4,2024-11-01,2024-11-05,2024-11-08,Air,300,73,4635.79,338412.67,Rainy,West,No,90.0,BlueDart,Operational,0
1457,3110,4.3,3,2024-02-22,2024-02-25,2024-02-27,Air,89,35,4815.36,168537.6,Cloudy,West,No,93.4,DHL,Weather,0
1458,1612,4.8,9,2024-09-27,2024-10-06,2024-10-08,Sea,779,9,2252.45,20272.05,Rainy,West,No,90.2,FedEx,Operational,0
1459,8433,3.7,2,2024-04-08,2024-04-10,2024-04-12,Road,1230,11,4546.94,50016.34,Clear,South,No,85.8,EcomExpress,Operational,0
1460,3825,3.1,4,2024-05-06,2024-05-10,2024-05-09,Road,1057,53,4490.4,237991.2,Cloudy,South,Yes,96.2,DHL,Operational,1
1461,8870,4.6,6,2024-11-01,2024-11-07,2024-11-10,Air,1416,72,2301.12,165680.64,Cloudy,North,Yes,90.3,Delhivery,Traffic,0
1462,1291,4.5,4,2024-04-16,2024-04-20,2024-04-22,Air,944,62,3608.24,223710.88,Storm,West,No,85.0,Delhivery,Operational,0
1463,5780,3.9,6,2024-09-25,2024-10-01,2024-10-03,Air,903,88,4957.37,426598.67499999993,Cloudy,Central,No,94.6,FedEx,Traffic,0
1464,5355,4.7,4,2024-05-26,2024-05-30,2024-06-02,Sea,787,5,708.66,3543.3,Rainy,West,Yes,87.7,BlueDart,Weather,0
1465,9740,3.1,4,2024-08-26,2024-08-30,2024-09-04,Sea,1113,60,2204.22,132253.2,Storm,Central,Yes,98.2,DHL,Traffic,0
1466,4535,3.3,6,2024-09-26,2024-10-02,2024-10-05,Sea,86,97,848.36,82290.92,Clear,East,Yes,83.0,DHL,Operational,0
1467,3801,2.9,7,2024-06-25,2024-07-02,2024-07-06,Sea,1489,28,4268.94,119530.32,Rainy,West,No,86.3,FedEx,Traffic,0
1468,9389,2.9,10,2024-11-09,2024-11-19,2024-11-22,Air,1299,68,884.04,60114.72,Rainy,West,Yes,97.1,DHL,Operational,0
1469,1232,5.0,8,2024-09-18,2024-09-26,2024-10-01,Road,906,59,3334.56,196739.04,Cloudy,South,No,75.7,Delhivery,Operational,0
1470,1165,4.6,8,2024-01-06,2024-01-14,2024-01-18,Air,297,67,2149.45,144013.15,Clear,South,Yes,85.8,Delhivery,,0
1471,6048,4.5,10,2024-11-22,2024-12-02,2024-12-03,Road,549,41,1420.37,58235.17,Storm,East,No,84.3,BlueDart,Traffic,0
1472,5505,2.8,8,2024-01-27,2024-02-04,2024-02-07,Air,1481,45,3576.49,160942.05,Rainy,West,Yes,92.7,EcomExpress,Customs,0
1473,9063,4.5,7,2024-11-14,2024-11-21,2024-11-20,Sea,269,3,2907.21,8721.63,Storm,South,No,87.4,BlueDart,Traffic,1
1474,4342,5.0,3,2024-03-26,2024-03-29,2024-03-31,Air,23,90,3860.21,347418.9,Cloudy,South,Yes,87.5,DHL,Operational,0
1475,6058,3.4,8,2024-09-17,2024-09-25,2024-09-26,Air,696,52,3107.86,161608.72,Rainy,North,Yes,95.3,Delhivery,Customs,0
1476,3692,3.1,10,2024-03-10,2024-03-20,2024-03-19,Air,649,100,3387.7,338770.0,Rainy,South,No,97.8,FedEx,Customs,1
1477,7620,4.2,2,2024-09-06,2024-09-08,2024-09-11,Air,1096,98,2203.69,215961.62,Storm,Central,Yes,89.3,EcomExpress,,0
1478,2685,4.4,4,2024-01-17,2024-01-21,2024-01-20,Road,907,11,1639.2,18031.2,Cloudy,Central,Yes,97.8,Delhivery,Customs,1
1479,4224,4.2,10,2024-02-24,2024-03-05,2024-03-10,Air,1375,61,4862.95,296639.95,Rainy,South,No,76.0,Delhivery,Traffic,0
1480,3189,4.4,10,2024-02-28,2024-03-09,2024-03-12,Sea,1236,17,3684.22,62631.74,Rainy,North,Yes,73.9,DHL,Operational,0
1481,1150,4.1,4,2024-07-11,2024-07-15,2024-07-19,Sea,752,19,1086.78,20648.82,Clear,North,Yes,94.6,Delhivery,Traffic,0
1482,9013,4.8,10,2024-03-03,2024-03-13,2024-03-14,Road,231,31,2529.74,78421.94,Storm,Central,Yes,79.9,Delhivery,Operational,0
1483,2276,4.2,9,2024-06-22,2024-07-01,2024-07-03,Air,38,85,958.67,81486.95,Cloudy,North,No,71.8,EcomExpress,,0
1484,7423,3.6,4,2024-03-20,2024-03-24,2024-03-26,Air,692,34,4016.66,136566.44,Rainy,East,Yes,94.6,DHL,Traffic,0
1485,2054,3.8,3,2024-11-02,2024-11-05,2024-11-10,Air,678,34,1759.81,59833.54,Rainy,Central,Yes,91.5,BlueDart,,0
1486,7396,3.2,10,2024-04-24,2024-05-04,2024-05-03,Road,582,17,2890.57,49139.69,Cloudy,South,Yes,96.9,DHL,,1
1487,1504,3.9,4,2024-09-18,2024-09-22,2024-09-22,Sea,158,35,3378.41,118244.35,Rainy,South,No,94.8,EcomExpress,Weather,1
1488,9733,3.3,5,2024-03-31,2024-04-05,2024-04-09,Sea,50,5,2293.35,11466.75,Clear,West,Yes,88.9,EcomExpress,,0
1489,9818,3.9,5,2024-05-17,2024-05-22,2024-05-24,Air,1042,78,2049.78,159882.84,Clear,East,No,98.1,Delhivery,,0
1490,1050,4.1,7,2024-07-30,2024-08-06,2024-08-08,Air,1048,43,4344.47,186812.21,Rainy,West,No,95.5,DHL,Operational,0
1491,2361,4.1,10,2024-11-26,2024-12-06,2024-12-10,Air,1406,37,760.82,28150.34,Clear,West,Yes,91.0,DHL,,0
1492,3035,2.8,7,2024-09-02,2024-09-09,2024-09-10,Sea,145,18,889.84,16017.12,Storm,North,No,93.9,Delhivery,Weather,0
1493,1160,3.2,4,2024-10-12,2024-10-16,2024-10-16,Sea,367,96,2042.13,196044.48,Clear,East,Yes,84.1,BlueDart,Customs,1
1494,6219,4.3,3,2024-07-11,2024-07-14,2024-07-13,Air,1322,76,3547.27,269592.52,Rainy,South,Yes,98.4,EcomExpress,Traffic,1
1495,4342,4.5,9,2024-04-11,2024-04-20,2024-04-25,Road,1234,25,694.3,17357.5,Clear,Central,No,84.9,EcomExpress,Weather,0
1496,7581,4.1,2,2024-11-02,2024-11-04,2024-11-04,Road,585,57,501.06,28560.42,Clear,South,No,86.8,Delhivery,Weather,1
1497,8682,3.0,3,2024-11-12,2024-11-15,2024-11-16,Air,555,4,2916.31,11665.24,Cloudy,South,No,86.4,Delhivery,,0
1498,1748,4.7,9,2024-01-30,2024-02-08,2024-02-13,Sea,1191,13,4271.46,55528.98,Cloudy,West,Yes,83.3,EcomExpress,Customs,0
1499,6972,3.2,5,2024-11-19,2024-11-24,2024-11-25,Road,298,84,259.99,21839.16,Rainy,North,No,75.5,Delhivery,Customs,0
1500,9868,3.0,5,2024-08-16,2024-08-21,2024-08-21,Sea,1459,2,2164.19,4328.38,Clear,West,Yes,95.6,FedEx,Weather,1
1501,8405,3.8,10,2024-08-13,2024-08-23,2024-08-22,Road,1309,68,1013.08,68889.44,Storm,Central,Yes,88.8,Delhivery,Operational,1
1502,9818,2.6,8,2024-08-10,2024-08-18,2024-08-18,Air,1477,37,2682.5,99252.5,Storm,East,Yes,77.4,DHL,Traffic,1
1503,4641,2.6,7,2024-05-24,2024-05-31,2024-06-02,Air,1200,49,1186.1,58118.9,Clear,East,Yes,84.9,EcomExpress,Customs,0
1504,9112,3.4,2,2024-08-17,2024-08-19,2024-08-22,Sea,613,69,1346.04,92876.76,Rainy,North,No,97.8,DHL,Weather,0
